frame_number,dominant_emotion,angry,disgust,fear,happy,sad,surprise,neutral,face_confidence,region,raw_output,source
0,no dominant emotion detected,28.821483254432678,0.10328745702281594,3.081735037267208,0.1174330129288137,38.55801224708557,0.03824924642685801,29.27979826927185,0.91,"{'x': 635, 'y': 201, 'w': 625, 'h': 625, 'left_eye': None, 'right_eye': None}","{'angry': 28.821483254432678, 'disgust': 0.10328745702281594, 'fear': 3.081735037267208, 'happy': 0.1174330129288137, 'sad': 38.55801224708557, 'surprise': 0.03824924642685801, 'neutral': 29.27979826927185}",Investor 1
1,sad,28.83509867400519,0.0026009347224815954,1.7609120464868573,0.010283405457751778,52.57617548562142,0.00025606858960755844,16.8146739491626,0.92,"{'x': 620, 'y': 187, 'w': 648, 'h': 648, 'left_eye': None, 'right_eye': None}","{'angry': 28.83509867400519, 'disgust': 0.0026009347224815954, 'fear': 1.7609120464868573, 'happy': 0.010283405457751778, 'sad': 52.57617548562142, 'surprise': 0.00025606858960755844, 'neutral': 16.8146739491626}",Investor 1
2,no dominant emotion detected,42.563685331564265,0.48531930061097744,5.159605229473426,0.04405795451692221,46.4612660682956,0.020411182538434568,5.265659780243622,0.93,"{'x': 625, 'y': 195, 'w': 634, 'h': 634, 'left_eye': None, 'right_eye': None}","{'angry': 42.563685331564265, 'disgust': 0.48531930061097744, 'fear': 5.159605229473426, 'happy': 0.04405795451692221, 'sad': 46.4612660682956, 'surprise': 0.020411182538434568, 'neutral': 5.265659780243622}",Investor 1
3,sad,30.650195479393005,0.2379735466092825,5.29148168861866,0.07114935433492064,52.616846561431885,0.021371894399635494,11.110974103212357,0.92,"{'x': 627, 'y': 201, 'w': 631, 'h': 631, 'left_eye': None, 'right_eye': None}","{'angry': 30.650195479393005, 'disgust': 0.2379735466092825, 'fear': 5.29148168861866, 'happy': 0.07114935433492064, 'sad': 52.616846561431885, 'surprise': 0.021371894399635494, 'neutral': 11.110974103212357}",Investor 1
4,no dominant emotion detected,41.408705711364746,1.3112991116940975,5.87267242372036,0.05438774824142456,43.09243559837341,0.06925071938894689,8.191253244876862,0.93,"{'x': 626, 'y': 205, 'w': 625, 'h': 625, 'left_eye': None, 'right_eye': None}","{'angry': 41.408705711364746, 'disgust': 1.3112991116940975, 'fear': 5.87267242372036, 'happy': 0.05438774824142456, 'sad': 43.09243559837341, 'surprise': 0.06925071938894689, 'neutral': 8.191253244876862}",Investor 1
5,no dominant emotion detected,35.02168357372284,0.0795111118350178,4.124106466770172,0.022575219918508083,33.10592174530029,0.04218362155370414,27.604016661643982,0.93,"{'x': 639, 'y': 215, 'w': 609, 'h': 609, 'left_eye': None, 'right_eye': None}","{'angry': 35.02168357372284, 'disgust': 0.0795111118350178, 'fear': 4.124106466770172, 'happy': 0.022575219918508083, 'sad': 33.10592174530029, 'surprise': 0.04218362155370414, 'neutral': 27.604016661643982}",Investor 1
6,no dominant emotion detected,36.20158135890961,0.15258383937180042,1.745513267815113,0.01515046606073156,34.26624536514282,0.017241103341802955,27.601680159568787,0.92,"{'x': 639, 'y': 216, 'w': 616, 'h': 616, 'left_eye': None, 'right_eye': None}","{'angry': 36.20158135890961, 'disgust': 0.15258383937180042, 'fear': 1.745513267815113, 'happy': 0.01515046606073156, 'sad': 34.26624536514282, 'surprise': 0.017241103341802955, 'neutral': 27.601680159568787}",Investor 1
7,no dominant emotion detected,41.54835146089179,0.18222951486205877,2.8170921275505867,0.010812337298198442,35.3475051704043,0.013361174068199208,20.080642988605142,0.94,"{'x': 635, 'y': 210, 'w': 624, 'h': 624, 'left_eye': None, 'right_eye': None}","{'angry': 41.54835146089179, 'disgust': 0.18222951486205877, 'fear': 2.8170921275505867, 'happy': 0.010812337298198442, 'sad': 35.3475051704043, 'surprise': 0.013361174068199208, 'neutral': 20.080642988605142}",Investor 1
8,angry,54.199818027008654,0.25182740401192927,4.919427926506277,0.0660615139435389,31.81295882540696,0.0703299692842346,8.679582695936125,0.95,"{'x': 636, 'y': 207, 'w': 627, 'h': 627, 'left_eye': (1070, 435), 'right_eye': (675, 415)}","{'angry': 54.199818027008654, 'disgust': 0.25182740401192927, 'fear': 4.919427926506277, 'happy': 0.0660615139435389, 'sad': 31.81295882540696, 'surprise': 0.0703299692842346, 'neutral': 8.679582695936125}",Investor 1
9,no dominant emotion detected,49.85454082489014,0.04807052027899772,2.029692195355892,0.04070710274390876,32.803428173065186,0.015577040903735906,15.207985043525696,0.93,"{'x': 648, 'y': 212, 'w': 615, 'h': 615, 'left_eye': (1071, 437), 'right_eye': (676, 419)}","{'angry': 49.85454082489014, 'disgust': 0.04807052027899772, 'fear': 2.029692195355892, 'happy': 0.04070710274390876, 'sad': 32.803428173065186, 'surprise': 0.015577040903735906, 'neutral': 15.207985043525696}",Investor 1
10,angry,69.51691508293152,0.3550837514922023,2.8103001415729523,0.009452621452510357,21.40795886516571,0.022446049842983484,5.877844616770744,0.95,"{'x': 657, 'y': 216, 'w': 606, 'h': 606, 'left_eye': (1074, 436), 'right_eye': (684, 420)}","{'angry': 69.51691508293152, 'disgust': 0.3550837514922023, 'fear': 2.8103001415729523, 'happy': 0.009452621452510357, 'sad': 21.40795886516571, 'surprise': 0.022446049842983484, 'neutral': 5.877844616770744}",Investor 1
11,no dominant emotion detected,33.368705705558575,0.07133264175562361,3.3119968847040075,0.03472722769241301,36.28522917208324,0.024736043958725754,26.90326548775846,0.93,"{'x': 659, 'y': 218, 'w': 604, 'h': 604, 'left_eye': None, 'right_eye': None}","{'angry': 33.368705705558575, 'disgust': 0.07133264175562361, 'fear': 3.3119968847040075, 'happy': 0.03472722769241301, 'sad': 36.28522917208324, 'surprise': 0.024736043958725754, 'neutral': 26.90326548775846}",Investor 1
12,no dominant emotion detected,38.92613649368286,0.14785469975322485,2.833954431116581,0.06163656362332404,38.757407665252686,0.03860028518829495,19.2344069480896,0.91,"{'x': 658, 'y': 210, 'w': 619, 'h': 619, 'left_eye': None, 'right_eye': None}","{'angry': 38.92613649368286, 'disgust': 0.14785469975322485, 'fear': 2.833954431116581, 'happy': 0.06163656362332404, 'sad': 38.757407665252686, 'surprise': 0.03860028518829495, 'neutral': 19.2344069480896}",Investor 1
13,no dominant emotion detected,39.25593623448179,0.06671773522173044,3.2306726895960938,0.029401393245553284,36.91196299648726,0.01928249173270637,20.48602307009422,0.9,"{'x': 664, 'y': 208, 'w': 617, 'h': 617, 'left_eye': None, 'right_eye': None}","{'angry': 39.25593623448179, 'disgust': 0.06671773522173044, 'fear': 3.2306726895960938, 'happy': 0.029401393245553284, 'sad': 36.91196299648726, 'surprise': 0.01928249173270637, 'neutral': 20.48602307009422}",Investor 1
14,no dominant emotion detected,40.32730277451244,0.05084826237654538,1.9145074812164926,0.012351798051008814,29.342811782024885,0.012218143091143746,28.339951832300205,0.91,"{'x': 679, 'y': 210, 'w': 604, 'h': 604, 'left_eye': None, 'right_eye': None}","{'angry': 40.32730277451244, 'disgust': 0.05084826237654538, 'fear': 1.9145074812164926, 'happy': 0.012351798051008814, 'sad': 29.342811782024885, 'surprise': 0.012218143091143746, 'neutral': 28.339951832300205}",Investor 1
15,no dominant emotion detected,37.202537059783936,0.1521013444289565,3.2427653670310974,0.04103817627765238,36.0299289226532,0.04415911098476499,23.287470638751984,0.9,"{'x': 680, 'y': 204, 'w': 598, 'h': 598, 'left_eye': None, 'right_eye': None}","{'angry': 37.202537059783936, 'disgust': 0.1521013444289565, 'fear': 3.2427653670310974, 'happy': 0.04103817627765238, 'sad': 36.0299289226532, 'surprise': 0.04415911098476499, 'neutral': 23.287470638751984}",Investor 1
16,no dominant emotion detected,33.12699697887933,0.13264957398255778,4.028244953960781,0.03487700471723768,33.24008187769867,0.04603255398835343,29.391112400160743,0.91,"{'x': 679, 'y': 201, 'w': 604, 'h': 604, 'left_eye': None, 'right_eye': None}","{'angry': 33.12699697887933, 'disgust': 0.13264957398255778, 'fear': 4.028244953960781, 'happy': 0.03487700471723768, 'sad': 33.24008187769867, 'surprise': 0.04603255398835343, 'neutral': 29.391112400160743}",Investor 1
17,no dominant emotion detected,26.788328694601578,0.10261343006720722,1.6559879351251086,0.04814513663881342,27.67239675953369,0.046666627038888756,43.685868006102325,0.91,"{'x': 700, 'y': 213, 'w': 575, 'h': 575, 'left_eye': None, 'right_eye': None}","{'angry': 26.788328694601578, 'disgust': 0.10261343006720722, 'fear': 1.6559879351251086, 'happy': 0.04814513663881342, 'sad': 27.67239675953369, 'surprise': 0.046666627038888756, 'neutral': 43.685868006102325}",Investor 1
18,no dominant emotion detected,32.910650892970125,0.9982061494659452,3.3696065162908764,0.051830380644121286,39.67804128134989,0.10069260078759804,22.890978674467565,0.93,"{'x': 695, 'y': 204, 'w': 583, 'h': 583, 'left_eye': None, 'right_eye': None}","{'angry': 32.910650892970125, 'disgust': 0.9982061494659452, 'fear': 3.3696065162908764, 'happy': 0.051830380644121286, 'sad': 39.67804128134989, 'surprise': 0.10069260078759804, 'neutral': 22.890978674467565}",Investor 1
19,no dominant emotion detected,30.740883262052147,0.2909838806409978,1.8568670026222465,0.024835017343161424,27.85619463250701,0.04767526711576228,39.182553984814405,0.92,"{'x': 697, 'y': 198, 'w': 588, 'h': 588, 'left_eye': None, 'right_eye': None}","{'angry': 30.740883262052147, 'disgust': 0.2909838806409978, 'fear': 1.8568670026222465, 'happy': 0.024835017343161424, 'sad': 27.85619463250701, 'surprise': 0.04767526711576228, 'neutral': 39.182553984814405}",Investor 1
20,no dominant emotion detected,40.54375701621091,4.326279690709151,20.9568699053681,0.011968737118180514,28.53607791232134,0.4521011767266778,5.172938609368967,0.92,"{'x': 688, 'y': 182, 'w': 608, 'h': 608, 'left_eye': None, 'right_eye': None}","{'angry': 40.54375701621091, 'disgust': 4.326279690709151, 'fear': 20.9568699053681, 'happy': 0.011968737118180514, 'sad': 28.53607791232134, 'surprise': 0.4521011767266778, 'neutral': 5.172938609368967}",Investor 1
21,neutral,24.71131533384323,0.04327225033193827,0.8225805126130581,0.01880109921330586,17.746983468532562,0.014139761333353817,56.6429078578949,0.92,"{'x': 713, 'y': 190, 'w': 579, 'h': 579, 'left_eye': None, 'right_eye': None}","{'angry': 24.71131533384323, 'disgust': 0.04327225033193827, 'fear': 0.8225805126130581, 'happy': 0.01880109921330586, 'sad': 17.746983468532562, 'surprise': 0.014139761333353817, 'neutral': 56.6429078578949}",Investor 1
22,no dominant emotion detected,34.54761505126953,0.43886080384254456,3.487801179289818,0.035236039548181,32.76606500148773,0.1706081093288958,28.55381965637207,0.94,"{'x': 704, 'y': 182, 'w': 591, 'h': 591, 'left_eye': None, 'right_eye': None}","{'angry': 34.54761505126953, 'disgust': 0.43886080384254456, 'fear': 3.487801179289818, 'happy': 0.035236039548181, 'sad': 32.76606500148773, 'surprise': 0.1706081093288958, 'neutral': 28.55381965637207}",Investor 1
23,no dominant emotion detected,40.23346486490546,12.381970868345602,7.96910097826731,0.0657572838635485,33.760596365999746,0.5048365933998339,5.084279413137366,0.89,"{'x': 705, 'y': 181, 'w': 579, 'h': 579, 'left_eye': None, 'right_eye': None}","{'angry': 40.23346486490546, 'disgust': 12.381970868345602, 'fear': 7.96910097826731, 'happy': 0.0657572838635485, 'sad': 33.760596365999746, 'surprise': 0.5048365933998339, 'neutral': 5.084279413137366}",Investor 1
24,no dominant emotion detected,31.36661648750305,1.9246233627200127,4.797109961509705,0.13782511232420802,48.722344636917114,0.14982676366344094,12.901654839515686,0.91,"{'x': 708, 'y': 176, 'w': 582, 'h': 582, 'left_eye': None, 'right_eye': None}","{'angry': 31.36661648750305, 'disgust': 1.9246233627200127, 'fear': 4.797109961509705, 'happy': 0.13782511232420802, 'sad': 48.722344636917114, 'surprise': 0.14982676366344094, 'neutral': 12.901654839515686}",Investor 1
25,angry,71.04791151906115,3.662026237007828,4.536261613814639,0.02653347594078172,14.942498213947033,1.1620262183813788,4.622731551798397,0.91,"{'x': 711, 'y': 171, 'w': 579, 'h': 579, 'left_eye': None, 'right_eye': None}","{'angry': 71.04791151906115, 'disgust': 3.662026237007828, 'fear': 4.536261613814639, 'happy': 0.02653347594078172, 'sad': 14.942498213947033, 'surprise': 1.1620262183813788, 'neutral': 4.622731551798397}",Investor 1
26,sad,32.27287828922272,1.1841224506497383,3.5286568105220795,0.1565828686580062,54.86072897911072,0.1550982240587473,7.841935753822327,0.94,"{'x': 703, 'y': 166, 'w': 590, 'h': 590, 'left_eye': None, 'right_eye': None}","{'angry': 32.27287828922272, 'disgust': 1.1841224506497383, 'fear': 3.5286568105220795, 'happy': 0.1565828686580062, 'sad': 54.86072897911072, 'surprise': 0.1550982240587473, 'neutral': 7.841935753822327}",Investor 1
27,sad,24.758575842295638,0.950120446093109,2.79144475111036,0.1953899976843594,55.48624727047964,0.109773228900029,15.708447438981976,0.92,"{'x': 710, 'y': 169, 'w': 582, 'h': 582, 'left_eye': None, 'right_eye': None}","{'angry': 24.758575842295638, 'disgust': 0.950120446093109, 'fear': 2.79144475111036, 'happy': 0.1953899976843594, 'sad': 55.48624727047964, 'surprise': 0.109773228900029, 'neutral': 15.708447438981976}",Investor 1
28,no dominant emotion detected,33.27821691502434,1.6897677519779057,2.216717732949122,0.7548678184966933,46.951135811277375,0.3583903870889775,14.750903233939603,0.93,"{'x': 708, 'y': 167, 'w': 587, 'h': 587, 'left_eye': None, 'right_eye': None}","{'angry': 33.27821691502434, 'disgust': 1.6897677519779057, 'fear': 2.216717732949122, 'happy': 0.7548678184966933, 'sad': 46.951135811277375, 'surprise': 0.3583903870889775, 'neutral': 14.750903233939603}",Investor 1
29,no dominant emotion detected,41.29069551340395,2.868566506377875,4.526343029577371,0.10081726321521244,48.19232246967286,0.3888425885030522,2.632408275317159,0.92,"{'x': 695, 'y': 159, 'w': 592, 'h': 592, 'left_eye': None, 'right_eye': None}","{'angry': 41.29069551340395, 'disgust': 2.868566506377875, 'fear': 4.526343029577371, 'happy': 0.10081726321521244, 'sad': 48.19232246967286, 'surprise': 0.3888425885030522, 'neutral': 2.632408275317159}",Investor 1
30,sad,34.02481973171234,1.4770930632948875,3.63110713660717,0.10715676471590996,56.688958406448364,0.2738748211413622,3.796994313597679,0.91,"{'x': 695, 'y': 157, 'w': 589, 'h': 589, 'left_eye': None, 'right_eye': None}","{'angry': 34.02481973171234, 'disgust': 1.4770930632948875, 'fear': 3.63110713660717, 'happy': 0.10715676471590996, 'sad': 56.688958406448364, 'surprise': 0.2738748211413622, 'neutral': 3.796994313597679}",Investor 1
31,no dominant emotion detected,45.72562277317047,4.6544149518013,10.73775440454483,0.08827846031636,34.573742747306824,0.7459837477654219,3.474205732345581,0.92,"{'x': 686, 'y': 148, 'w': 599, 'h': 599, 'left_eye': None, 'right_eye': None}","{'angry': 45.72562277317047, 'disgust': 4.6544149518013, 'fear': 10.73775440454483, 'happy': 0.08827846031636, 'sad': 34.573742747306824, 'surprise': 0.7459837477654219, 'neutral': 3.474205732345581}",Investor 1
32,neutral,9.282355655569806e-17,2.488226404819707e-28,0.005872646565758046,3.769317305350663e-08,3.5265090173908345e-08,1.8022067135916988e-07,99.99412894213968,0.94,"{'x': 680, 'y': 147, 'w': 600, 'h': 600, 'left_eye': (1197, 162), 'right_eye': (1088, 378)}","{'angry': 9.282355655569806e-17, 'disgust': 2.488226404819707e-28, 'fear': 0.005872646565758046, 'happy': 3.769317305350663e-08, 'sad': 3.5265090173908345e-08, 'surprise': 1.8022067135916988e-07, 'neutral': 99.99412894213968}",Investor 1
33,angry,53.334942658838195,1.0841501591593121,8.241662129262812,0.044723151705490155,35.554512474209815,0.16748391624444223,1.5725339768847213,0.93,"{'x': 672, 'y': 141, 'w': 611, 'h': 611, 'left_eye': None, 'right_eye': None}","{'angry': 53.334942658838195, 'disgust': 1.0841501591593121, 'fear': 8.241662129262812, 'happy': 0.044723151705490155, 'sad': 35.554512474209815, 'surprise': 0.16748391624444223, 'neutral': 1.5725339768847213}",Investor 1
34,angry,53.984728693051856,0.48216654067734127,3.5843933274980384,0.10215227402536714,39.936929341371616,0.13923243052407686,1.7704024103523737,0.94,"{'x': 676, 'y': 143, 'w': 609, 'h': 609, 'left_eye': None, 'right_eye': None}","{'angry': 53.984728693051856, 'disgust': 0.48216654067734127, 'fear': 3.5843933274980384, 'happy': 0.10215227402536714, 'sad': 39.936929341371616, 'surprise': 0.13923243052407686, 'neutral': 1.7704024103523737}",Investor 1
35,sad,40.572088956832886,0.7149111479520798,3.4570928663015366,0.034343384322710335,51.19262933731079,0.05556209362111986,3.973369300365448,0.92,"{'x': 678, 'y': 149, 'w': 594, 'h': 594, 'left_eye': (1085, 379), 'right_eye': (846, 391)}","{'angry': 40.572088956832886, 'disgust': 0.7149111479520798, 'fear': 3.4570928663015366, 'happy': 0.034343384322710335, 'sad': 51.19262933731079, 'surprise': 0.05556209362111986, 'neutral': 3.973369300365448}",Investor 1
36,no dominant emotion detected,44.08219719423039,2.543195116114325,5.319650415757323,0.030319772838117053,45.5009368360601,0.12765179450597133,2.396045954289791,0.93,"{'x': 668, 'y': 148, 'w': 600, 'h': 600, 'left_eye': (1079, 379), 'right_eye': (848, 391)}","{'angry': 44.08219719423039, 'disgust': 2.543195116114325, 'fear': 5.319650415757323, 'happy': 0.030319772838117053, 'sad': 45.5009368360601, 'surprise': 0.12765179450597133, 'neutral': 2.396045954289791}",Investor 1
37,angry,51.583194732666016,0.6861497648060322,5.387818068265915,0.014343661314342171,38.93479406833649,0.05786112742498517,3.3358395099639893,0.94,"{'x': 676, 'y': 151, 'w': 589, 'h': 589, 'left_eye': (1080, 381), 'right_eye': (847, 393)}","{'angry': 51.583194732666016, 'disgust': 0.6861497648060322, 'fear': 5.387818068265915, 'happy': 0.014343661314342171, 'sad': 38.93479406833649, 'surprise': 0.05786112742498517, 'neutral': 3.3358395099639893}",Investor 1
38,no dominant emotion detected,43.1460138050326,2.5382849969437715,5.802655938426014,0.026605716396836423,45.426475729136214,0.1572798682059269,2.9026854650786795,0.92,"{'x': 664, 'y': 150, 'w': 601, 'h': 601, 'left_eye': (1077, 380), 'right_eye': (842, 393)}","{'angry': 43.1460138050326, 'disgust': 2.5382849969437715, 'fear': 5.802655938426014, 'happy': 0.026605716396836423, 'sad': 45.426475729136214, 'surprise': 0.1572798682059269, 'neutral': 2.9026854650786795}",Investor 1
39,angry,55.340203961146116,0.9106834961881337,3.613920725221677,0.023043135215771064,38.693251531913965,0.07608664908404046,1.3428180347572585,0.92,"{'x': 664, 'y': 151, 'w': 611, 'h': 611, 'left_eye': (1078, 382), 'right_eye': (843, 395)}","{'angry': 55.340203961146116, 'disgust': 0.9106834961881337, 'fear': 3.613920725221677, 'happy': 0.023043135215771064, 'sad': 38.693251531913965, 'surprise': 0.07608664908404046, 'neutral': 1.3428180347572585}",Investor 1
40,no dominant emotion detected,47.06677198410034,1.4929719269275665,4.500308260321617,0.01875786838354543,43.731796741485596,0.052717659855261445,3.136679530143738,0.91,"{'x': 664, 'y': 151, 'w': 604, 'h': 604, 'left_eye': (1076, 383), 'right_eye': (844, 397)}","{'angry': 47.06677198410034, 'disgust': 1.4929719269275665, 'fear': 4.500308260321617, 'happy': 0.01875786838354543, 'sad': 43.731796741485596, 'surprise': 0.052717659855261445, 'neutral': 3.136679530143738}",Investor 1
41,angry,63.22858929634094,1.4517643488943577,4.864309728145599,0.006773022323613986,29.066112637519836,0.07843035273253918,1.3040189631283283,0.92,"{'x': 670, 'y': 155, 'w': 596, 'h': 596, 'left_eye': (1079, 384), 'right_eye': (846, 398)}","{'angry': 63.22858929634094, 'disgust': 1.4517643488943577, 'fear': 4.864309728145599, 'happy': 0.006773022323613986, 'sad': 29.066112637519836, 'surprise': 0.07843035273253918, 'neutral': 1.3040189631283283}",Investor 1
42,no dominant emotion detected,47.23163280109968,1.537989641667647,5.3864878700390015,0.018477984829636238,43.52708238040419,0.09150612241329284,2.2068205452775307,0.94,"{'x': 668, 'y': 159, 'w': 594, 'h': 594, 'left_eye': (1079, 384), 'right_eye': (847, 397)}","{'angry': 47.23163280109968, 'disgust': 1.537989641667647, 'fear': 5.3864878700390015, 'happy': 0.018477984829636238, 'sad': 43.52708238040419, 'surprise': 0.09150612241329284, 'neutral': 2.2068205452775307}",Investor 1
43,no dominant emotion detected,48.855167627334595,0.3788268659263849,4.6264078468084335,0.0026327999876230024,40.67552983760834,0.010565845877863467,5.450865626335144,0.93,"{'x': 683, 'y': 159, 'w': 585, 'h': 585, 'left_eye': (1080, 383), 'right_eye': (844, 399)}","{'angry': 48.855167627334595, 'disgust': 0.3788268659263849, 'fear': 4.6264078468084335, 'happy': 0.0026327999876230024, 'sad': 40.67552983760834, 'surprise': 0.010565845877863467, 'neutral': 5.450865626335144}",Investor 1
44,angry,60.68467966500763,2.9121853664892474,6.568254492490948,0.010442162084768763,27.699696695840753,0.23582919483432832,1.8889037503118813,0.93,"{'x': 676, 'y': 161, 'w': 591, 'h': 591, 'left_eye': (1084, 384), 'right_eye': (847, 398)}","{'angry': 60.68467966500763, 'disgust': 2.9121853664892474, 'fear': 6.568254492490948, 'happy': 0.010442162084768763, 'sad': 27.699696695840753, 'surprise': 0.23582919483432832, 'neutral': 1.8889037503118813}",Investor 1
45,angry,50.30660029571053,0.25968611404316255,6.820874593153644,0.005650789952905743,39.49301964127783,0.04320976798809105,3.070956847553629,0.94,"{'x': 657, 'y': 147, 'w': 618, 'h': 618, 'left_eye': (1083, 387), 'right_eye': (848, 400)}","{'angry': 50.30660029571053, 'disgust': 0.25968611404316255, 'fear': 6.820874593153644, 'happy': 0.005650789952905743, 'sad': 39.49301964127783, 'surprise': 0.04320976798809105, 'neutral': 3.070956847553629}",Investor 1
46,angry,70.10104060173035,0.11758795008063316,2.367284335196018,0.005366975165088661,26.801663637161255,0.015058772987686098,0.5920057184994221,0.94,"{'x': 654, 'y': 150, 'w': 625, 'h': 625, 'left_eye': (1082, 388), 'right_eye': (836, 400)}","{'angry': 70.10104060173035, 'disgust': 0.11758795008063316, 'fear': 2.367284335196018, 'happy': 0.005366975165088661, 'sad': 26.801663637161255, 'surprise': 0.015058772987686098, 'neutral': 0.5920057184994221}",Investor 1
47,angry,57.27756364807866,0.24561238542123945,4.479470370976351,0.0024306771222626193,31.091757481798975,0.017972284311173665,6.885196678948205,0.93,"{'x': 686, 'y': 166, 'w': 587, 'h': 587, 'left_eye': (1085, 389), 'right_eye': (847, 404)}","{'angry': 57.27756364807866, 'disgust': 0.24561238542123945, 'fear': 4.479470370976351, 'happy': 0.0024306771222626193, 'sad': 31.091757481798975, 'surprise': 0.017972284311173665, 'neutral': 6.885196678948205}",Investor 1
48,angry,52.24863006166399,0.921907982790946,4.7479576467250375,0.010731973364573247,33.44413241411045,0.05028054301436502,8.576356385729097,0.92,"{'x': 689, 'y': 179, 'w': 570, 'h': 570, 'left_eye': (1086, 392), 'right_eye': (849, 407)}","{'angry': 52.24863006166399, 'disgust': 0.921907982790946, 'fear': 4.7479576467250375, 'happy': 0.010731973364573247, 'sad': 33.44413241411045, 'surprise': 0.05028054301436502, 'neutral': 8.576356385729097}",Investor 1
49,angry,64.67645168304443,1.2181689962744713,6.4764924347400665,0.008039439126150683,23.961135745048523,0.36878567188978195,3.2909277826547623,0.94,"{'x': 676, 'y': 170, 'w': 594, 'h': 594, 'left_eye': (1083, 393), 'right_eye': (848, 409)}","{'angry': 64.67645168304443, 'disgust': 1.2181689962744713, 'fear': 6.4764924347400665, 'happy': 0.008039439126150683, 'sad': 23.961135745048523, 'surprise': 0.36878567188978195, 'neutral': 3.2909277826547623}",Investor 1
50,angry,72.62464761734009,0.5342243239283562,4.054997116327286,0.01250627392437309,20.0048565864563,0.10297163389623165,2.665792591869831,0.92,"{'x': 670, 'y': 172, 'w': 604, 'h': 604, 'left_eye': (1086, 398), 'right_eye': (849, 413)}","{'angry': 72.62464761734009, 'disgust': 0.5342243239283562, 'fear': 4.054997116327286, 'happy': 0.01250627392437309, 'sad': 20.0048565864563, 'surprise': 0.10297163389623165, 'neutral': 2.665792591869831}",Investor 1
51,angry,69.58783631469771,2.346585597504902,5.366132141216738,0.008093767009207813,19.231351407605242,0.8177702271616188,2.642225531670388,0.92,"{'x': 680, 'y': 180, 'w': 595, 'h': 595, 'left_eye': (1087, 403), 'right_eye': (850, 416)}","{'angry': 69.58783631469771, 'disgust': 2.346585597504902, 'fear': 5.366132141216738, 'happy': 0.008093767009207813, 'sad': 19.231351407605242, 'surprise': 0.8177702271616188, 'neutral': 2.642225531670388}",Investor 1
52,angry,61.40301823616028,0.8902590721845627,6.092008948326111,0.005990698264213279,27.352607250213623,0.3298001363873482,3.9263173937797546,0.92,"{'x': 681, 'y': 185, 'w': 597, 'h': 597, 'left_eye': (1089, 405), 'right_eye': (856, 420)}","{'angry': 61.40301823616028, 'disgust': 0.8902590721845627, 'fear': 6.092008948326111, 'happy': 0.005990698264213279, 'sad': 27.352607250213623, 'surprise': 0.3298001363873482, 'neutral': 3.9263173937797546}",Investor 1
53,angry,72.01667857269517,1.6483628242232098,4.106730840011289,0.004613552211916392,18.635595955586194,0.14248991768747077,3.445530143113741,0.93,"{'x': 694, 'y': 199, 'w': 580, 'h': 580, 'left_eye': (1092, 413), 'right_eye': (857, 427)}","{'angry': 72.01667857269517, 'disgust': 1.6483628242232098, 'fear': 4.106730840011289, 'happy': 0.004613552211916392, 'sad': 18.635595955586194, 'surprise': 0.14248991768747077, 'neutral': 3.445530143113741}",Investor 1
54,angry,72.55127161130052,0.7462008432357499,4.454063838235874,0.0007750951212135372,18.506976246002168,0.07165082225454482,3.6690536237891167,0.92,"{'x': 688, 'y': 204, 'w': 595, 'h': 595, 'left_eye': (1094, 420), 'right_eye': (857, 434)}","{'angry': 72.55127161130052, 'disgust': 0.7462008432357499, 'fear': 4.454063838235874, 'happy': 0.0007750951212135372, 'sad': 18.506976246002168, 'surprise': 0.07165082225454482, 'neutral': 3.6690536237891167}",Investor 1
55,angry,83.44818353652954,0.6747860927134752,3.789081797003746,0.0006954508080525557,11.03145182132721,0.027762766694650054,1.0280421003699303,0.93,"{'x': 691, 'y': 213, 'w': 589, 'h': 589, 'left_eye': (1095, 426), 'right_eye': (856, 438)}","{'angry': 83.44818353652954, 'disgust': 0.6747860927134752, 'fear': 3.789081797003746, 'happy': 0.0006954508080525557, 'sad': 11.03145182132721, 'surprise': 0.027762766694650054, 'neutral': 1.0280421003699303}",Investor 1
56,angry,74.41901564598083,0.46315155923366547,6.751307845115662,0.0012616968888323754,15.15088975429535,0.17606629990041256,3.0383044853806496,0.95,"{'x': 682, 'y': 213, 'w': 601, 'h': 601, 'left_eye': (1098, 434), 'right_eye': (858, 446)}","{'angry': 74.41901564598083, 'disgust': 0.46315155923366547, 'fear': 6.751307845115662, 'happy': 0.0012616968888323754, 'sad': 15.15088975429535, 'surprise': 0.17606629990041256, 'neutral': 3.0383044853806496}",Investor 1
57,angry,83.5966189388491,0.04661061419997493,2.975421416709254,0.0005704053139523555,11.428481468143287,0.014917154880803241,1.9373815059803121,0.92,"{'x': 702, 'y': 238, 'w': 574, 'h': 574, 'left_eye': (1097, 442), 'right_eye': (857, 452)}","{'angry': 83.5966189388491, 'disgust': 0.04661061419997493, 'fear': 2.975421416709254, 'happy': 0.0005704053139523555, 'sad': 11.428481468143287, 'surprise': 0.014917154880803241, 'neutral': 1.9373815059803121}",Investor 1
